epoch;accuracy;loss;val_accuracy;val_loss
0;0.3166666626930237;1.120030164718628;0.3333333432674408;1.10399329662323
1;0.34333333373069763;1.0960749387741089;0.3333333432674408;1.0919017791748047
2;0.39666667580604553;1.0914925336837769;0.5222222208976746;1.0734648704528809
3;0.44999998807907104;1.0687271356582642;0.3777777850627899;1.0477596521377563
4;0.5166666507720947;1.0250455141067505;0.6000000238418579;0.9585928916931152
5;0.5333333611488342;0.979997992515564;0.6555555462837219;0.9009683132171631
6;0.5699999928474426;0.9146013259887695;0.6333333253860474;0.8490564823150635
7;0.6566666960716248;0.8280303478240967;0.6777777671813965;0.750245988368988
8;0.6899999976158142;0.7549314498901367;0.7222222089767456;0.6667206883430481
9;0.75;0.6492162942886353;0.7777777910232544;0.507721483707428
10;0.800000011920929;0.5787595510482788;0.8222222328186035;0.4400780200958252
11;0.8533333539962769;0.4318011999130249;0.7777777910232544;0.45788711309432983
12;0.8133333325386047;0.442955881357193;0.7111111283302307;0.5047438144683838
13;0.8566666841506958;0.35640645027160645;0.855555534362793;0.3085339367389679
14;0.8566666841506958;0.33582180738449097;0.9333333373069763;0.20083411037921906
15;0.9133333563804626;0.29558640718460083;0.8999999761581421;0.31943565607070923
16;0.9066666960716248;0.2690673768520355;0.9666666388511658;0.14240507781505585
17;0.9066666960716248;0.25234201550483704;0.9777777791023254;0.12370239943265915
18;0.9133333563804626;0.23908063769340515;0.9666666388511658;0.1404757797718048
19;0.903333306312561;0.2536405920982361;0.9444444179534912;0.2110954076051712
20;0.9399999976158142;0.18936578929424286;0.9333333373069763;0.1503434181213379
21;0.949999988079071;0.1646638810634613;0.9333333373069763;0.21201901137828827
22;0.9433333277702332;0.15390202403068542;0.9888888597488403;0.07760299742221832
23;0.9300000071525574;0.1709255576133728;1.0;0.05649649351835251
24;0.9433333277702332;0.16178417205810547;0.8444444537162781;0.38461050391197205
25;0.9466666579246521;0.17576608061790466;0.9888888597488403;0.06506136804819107
26;0.9266666769981384;0.20852990448474884;0.9888888597488403;0.06250997632741928
27;0.9433333277702332;0.16781453788280487;0.9888888597488403;0.08780386298894882
28;0.9666666388511658;0.11111319065093994;0.9888888597488403;0.05530079826712608
29;0.9900000095367432;0.07340570539236069;1.0;0.05621868371963501
30;0.95333331823349;0.15529021620750427;1.0;0.029842320829629898
31;0.9733333587646484;0.10290299355983734;1.0;0.038063228130340576
32;0.9666666388511658;0.08383480459451675;1.0;0.02323329448699951
33;0.9766666889190674;0.08032004535198212;1.0;0.022273771464824677
34;0.9666666388511658;0.10026119649410248;0.8999999761581421;0.1558731198310852
35;0.9800000190734863;0.0797693282365799;0.9888888597488403;0.04010411724448204
36;0.9900000095367432;0.0587720163166523;1.0;0.020557137206196785
37;0.9800000190734863;0.05628513917326927;0.9888888597488403;0.03940793499350548
38;0.9866666793823242;0.04844009503722191;0.9888888597488403;0.05220039188861847
39;0.9833333492279053;0.05387201905250549;1.0;0.008044019341468811
40;0.9733333587646484;0.07223698496818542;0.9666666388511658;0.12745706737041473
41;1.0;0.036644015461206436;0.9888888597488403;0.05930272862315178
42;0.9800000190734863;0.06582818925380707;1.0;0.012719396501779556
43;0.9800000190734863;0.05571504682302475;1.0;0.020300481468439102
44;0.9733333587646484;0.07680955529212952;1.0;0.029350413009524345
0;0.3266666531562805;1.1266748905181885;0.3333333432674408;1.0909106731414795
1;0.3499999940395355;1.0953354835510254;0.5111111402511597;1.0786542892456055
2;0.4233333468437195;1.0893654823303223;0.5888888835906982;1.06583833694458
3;0.5233333110809326;1.0589088201522827;0.6111111044883728;1.0075340270996094
4;0.5333333611488342;1.0152076482772827;0.5666666626930237;0.9316208958625793
5;0.5433333516120911;0.9347741603851318;0.5333333611488342;0.9018164873123169
6;0.6066666841506958;0.8861779570579529;0.7111111283302307;0.758662223815918
7;0.6399999856948853;0.8006773591041565;0.7777777910232544;0.6213696002960205
8;0.7233333587646484;0.7112684845924377;0.5777778029441833;0.7957761883735657
9;0.7266666889190674;0.654360294342041;0.8333333134651184;0.4601021111011505
0;0.3266666531562805;1.1006360054016113;0.4555555582046509;1.0866942405700684
1;0.46666666865348816;1.0775164365768433;0.5;1.0507292747497559
2;0.44999998807907104;1.0458064079284668;0.5;0.9911531209945679
3;0.5833333134651184;0.9559809565544128;0.5555555820465088;0.9269582033157349
4;0.5633333325386047;0.94025057554245;0.5777778029441833;0.8990643620491028
5;0.5899999737739563;0.8745240569114685;0.6666666865348816;0.7575685977935791
6;0.6700000166893005;0.7659276723861694;0.699999988079071;0.7159833312034607
7;0.7333333492279053;0.6790964603424072;0.7888888716697693;0.5227519869804382
8;0.8066666722297668;0.5643691420555115;0.8111110925674438;0.45121392607688904
9;0.8133333325386047;0.5194348096847534;0.8444444537162781;0.4179471433162689
10;0.8533333539962769;0.4256519079208374;0.8777777552604675;0.3113832175731659
11;0.8600000143051147;0.40476030111312866;0.9111111164093018;0.2434632033109665
12;0.8766666650772095;0.32853585481643677;0.9222221970558167;0.21192464232444763
13;0.8799999952316284;0.3447040319442749;0.9333333373069763;0.20416709780693054
14;0.8899999856948853;0.29465749859809875;0.8666666746139526;0.27498963475227356
15;0.8933333158493042;0.3288155794143677;0.9222221970558167;0.2180463969707489
16;0.9100000262260437;0.2732104957103729;0.9444444179534912;0.14499196410179138
17;0.9133333563804626;0.22519713640213013;0.8777777552604675;0.21036048233509064
18;0.9166666865348816;0.21271458268165588;0.9666666388511658;0.09560481458902359
19;0.9300000071525574;0.21019035577774048;0.9555555582046509;0.11346308141946793
